N_Minors,Total_PAX,Income_number,Cost,Cost_Income,Lag,Meal_Type,Reservation_Status
1,3,37500,227,0.00607522910685169,114,HB,No-Show
1,4,25000,131,0.005253723593466873,193,FB,No-Show
1,2,37500,657,0.017539005255384606,0,HB,No-Show
1,5,37500,417,0.011125909174131041,100,HB,No-Show
2,4,75000,869,0.011593044780598279,49,HB,No-Show
1,3,75000,401,0.005358600535687434,72,BB,No-Show
1,5,25000,540,0.021624266610300126,201,BB,No-Show
3,5,37500,193,0.005149992070872461,175,BB,No-Show
2,4,100000,211,0.002119923960991714,187,BB,No-Show
2,4,37500,221,0.005911929609624509,138,FB,No-Show
1,5,37500,221,0.0059042643798706464,166,BB,No-Show
1,5,25000,160,0.00642904060026692,96,HB,No-Show
1,2,37500,241,0.006446759878374373,142,HB,No-Show
3,5,25000,590,0.023628302917451858,48,FB,No-Show
2,3,25000,475,0.019029478557451483,26,BB,No-Show
1,3,25000,548,0.021921861420973097,141,BB,No-Show
2,4,100000,421,0.004212635188448906,199,BB,No-Show
2,4,75000,689,0.009190391683370106,121,HB,No-Show
1,3,37500,228,0.0060843309085413045,114,HB,No-Show
2,3,37500,138,0.0037020836283389747,163,BB,No-Show
2,4,75000,323,0.0043099569210827806,190,HB,No-Show
1,2,25000,662,0.026485378654521975,117,BB,No-Show
3,4,25000,213,0.008550356953972911,148,HB,No-Show
2,5,75000,193,0.002575753559480004,171,FB,No-Show
1,3,25000,349,0.013966835767322773,149,BB,No-Show
2,7,37500,363,0.00970233092997112,103,FB,No-Show
1,3,75000,222,0.002961980896735538,172,BB,No-Show
1,4,37500,188,0.0050381999435318665,187,FB,No-Show
2,4,75000,236,0.0031541686413952014,146,HB,No-Show
1,5,37500,271,0.007235748055669956,29,FB,No-Show
2,5,75000,180,0.0024118729707287632,10,HB,No-Show
2,3,25000,468,0.018721442583607233,166,HB,No-Show
2,5,100000,227,0.002271977356419893,94,BB,No-Show
2,4,75000,345,0.004602755552095005,113,BB,No-Show
1,3,75000,112,0.0014991976130940144,128,HB,No-Show
1,4,37500,213,0.005693261663681817,196,BB,No-Show
1,3,37500,107,0.0028607222772075907,88,HB,No-Show
1,3,37500,248,0.006627872527320924,127,BB,No-Show
2,4,25000,104,0.004168060754800623,118,HB,No-Show
3,6,75000,369,0.004932956305578471,124,FB,No-Show
1,3,75000,276,0.0036808289546107365,124,BB,No-Show
1,6,75000,167,0.002239398937412396,140,HB,No-Show
1,3,37500,341,0.009104885345307828,158,HB,No-Show
2,4,75000,230,0.0030666666666666,28,HB,No-Show
3,5,100000,659,0.00659010041510321,49,HB,No-Show
3,5,100000,121,0.001215486469936239,187,BB,No-Show
1,3,37500,191,0.00510198822223521,179,FB,No-Show
1,5,37500,399,0.010645861020920078,197,BB,No-Show
3,4,75000,223,0.002982183570259035,112,BB,No-Show
1,3,37500,431,0.011519437834567853,180,BB,No-Show
1,3,25000,571,0.022862384842527582,123,HB,No-Show
2,4,75000,600,0.00800210439948826,122,FB,No-Show
2,4,37500,530,0.014150666141212862,39,BB,No-Show
1,6,25000,131,0.0052495561571541715,100,BB,No-Show
2,3,25000,350,0.014026752221301909,70,HB,No-Show
2,4,75000,195,0.0026047184728195307,44,BB,No-Show
1,3,25000,207,0.00829980474398602,86,HB,No-Show
2,4,37500,156,0.004176644792798134,38,BB,No-Show
1,4,25000,173,0.006950379192177712,180,BB,No-Show
2,3,25000,364,0.01456005990473719,142,BB,No-Show
2,4,100000,434,0.004345101692892898,18,HB,No-Show
2,5,75000,148,0.0019751841425640487,212,FB,No-Show
2,6,25000,414,0.01656516332803213,129,FB,No-Show
1,4,37500,199,0.005314348596753687,105,HB,No-Show
2,3,25000,464,0.018599038653095964,73,BB,No-Show
1,3,25000,345,0.013824463522650333,163,BB,No-Show
1,2,25000,491,0.01967484083821347,22,BB,No-Show
2,4,75000,151,0.0020244042309152453,73,BB,No-Show
2,4,37500,331,0.008828393905192623,26,HB,No-Show
1,3,100000,319,0.003194934686247513,172,BB,No-Show
1,3,25000,164,0.0065686098913163545,87,HB,No-Show
2,5,75000,314,0.004198181721390881,76,FB,No-Show
1,5,25000,110,0.0044119840747108546,19,BB,No-Show
3,6,25000,385,0.015431938992611157,169,FB,No-Show
2,6,100000,169,0.0016925529651951878,217,BB,No-Show
2,3,100000,189,0.0018918323134276417,190,FB,No-Show
2,5,75000,120,0.0016088830865113718,217,HB,No-Show
1,3,37500,523,0.01394835311245182,170,BB,No-Show
2,4,25000,158,0.00634261537907579,208,BB,No-Show
1,4,37500,668,0.01781689797320325,204,HB,No-Show
2,6,25000,284,0.01136,24,FB,No-Show
3,4,37500,129,0.003453550462042888,18,HB,No-Show
2,4,75000,171,0.0022821520991054083,98,HB,No-Show
1,3,25000,179,0.007198925686454858,204,FB,No-Show
1,3,75000,661,0.00882225030441563,197,FB,No-Show
3,7,37500,213,0.00568164489791669,139,FB,No-Show
1,5,100000,383,0.0038350296372263453,54,BB,No-Show
1,4,75000,230,0.0030666666666666,133,HB,No-Show
2,5,37500,214,0.0057228951856225915,45,HB,No-Show
1,2,25000,548,0.02194758416558862,131,HB,No-Show
1,4,37500,550,0.014677588627773252,54,FB,No-Show
2,4,25000,199,0.007970718851770425,135,HB,No-Show
1,2,37500,490,0.013088860617496348,90,HB,No-Show
3,5,75000,229,0.0030573295547862275,33,BB,No-Show
2,5,37500,240,0.006418031069765946,49,BB,No-Show
1,5,37500,122,0.00327404870775831,25,HB,No-Show
1,6,37500,201,0.005370720069889463,122,HB,No-Show
3,7,100000,230,0.0023060086423059506,96,HB,No-Show
2,3,25000,362,0.014485757558945732,190,BB,No-Show
1,5,37500,124,0.003311337594901631,26,HB,No-Show
1,3,75000,242,0.0032378500697001138,47,HB,No-Show
1,3,25000,112,0.004518935347414864,150,FB,No-Show
3,4,37500,388,0.010351404627896509,33,HB,No-Show
1,3,25000,110,0.004426340321111105,63,BB,No-Show
3,6,37500,477,0.012744534800376413,81,HB,No-Show
2,5,37500,899,0.023987134985460998,84,BB,No-Show
2,5,100000,156,0.0015608884987801752,26,FB,No-Show
2,4,75000,760,0.010135296137573534,158,HB,No-Show
2,5,25000,388,0.01552105256227213,204,BB,No-Show
2,6,75000,322,0.004301675394844304,90,BB,No-Show
1,3,25000,156,0.006257968907739521,10,HB,No-Show
2,5,75000,138,0.0018530909006075668,124,BB,No-Show
3,4,37500,118,0.0031466666666666,66,BB,No-Show
3,5,75000,233,0.0031150482251762865,136,FB,No-Show
1,3,75000,390,0.00520127906602968,71,BB,No-Show
1,6,25000,235,0.00943510296355267,92,BB,No-Show
2,4,75000,121,0.0016151963226547622,209,BB,No-Show
1,3,37500,136,0.0036272677654434248,66,HB,No-Show
2,4,100000,206,0.002068674613387783,209,BB,No-Show
3,5,75000,205,0.0027463098440518663,109,BB,No-Show
2,4,25000,105,0.004219624283391975,76,FB,No-Show
2,4,25000,112,0.0044985359228678825,216,BB,No-Show
3,5,37500,163,0.004362152233447425,123,FB,No-Show
1,3,75000,956,0.012754693818109767,187,BB,No-Show
3,5,37500,512,0.013653494468710696,22,BB,No-Show
3,4,25000,179,0.007172531393386132,120,BB,No-Show
1,5,25000,110,0.004410102270529332,58,BB,No-Show
3,6,37500,168,0.004487283482724802,64,BB,No-Show
1,3,37500,138,0.0037007780539077464,27,HB,No-Show
2,5,37500,217,0.005810523230062188,176,BB,No-Show
2,3,25000,378,0.015158062082501006,71,HB,No-Show
4,6,25000,242,0.009700539219078198,52,BB,No-Show
3,4,25000,459,0.01836227981962565,88,BB,No-Show
2,5,25000,178,0.007131270622616416,13,HB,No-Show
2,6,25000,168,0.006728161356249785,154,BB,No-Show
2,3,75000,387,0.005169150005562334,33,BB,No-Show
2,5,25000,156,0.006244833069481745,101,HB,No-Show
1,4,37500,488,0.013019463340790662,17,BB,No-Show
1,5,25000,110,0.004415120104555612,60,BB,No-Show
2,5,37500,165,0.004426110436881972,180,HB,No-Show
1,4,37500,288,0.007702711502641453,141,FB,No-Show
1,4,25000,219,0.008777703002188336,8,FB,No-Show
2,4,37500,531,0.014169639296868847,150,FB,No-Show
1,4,37500,184,0.004924185917726756,47,BB,No-Show
1,4,37500,221,0.005896698101471437,67,BB,No-Show
1,5,100000,505,0.005050912769772379,133,BB,No-Show
1,3,100000,244,0.0024466976939966417,9,HB,No-Show
2,5,25000,238,0.009523700611505856,211,FB,No-Show
2,5,100000,308,0.0030866112116199923,143,FB,No-Show
2,4,75000,247,0.0033061046375964724,38,FB,No-Show
1,3,37500,518,0.013819713566399027,169,FB,No-Show
1,3,75000,433,0.005778456348269768,76,FB,No-Show
3,5,25000,429,0.017175533694917925,80,BB,No-Show
3,4,37500,118,0.0031694587944125063,151,FB,No-Show
1,2,25000,929,0.037191795833052245,28,BB,No-Show
3,5,75000,125,0.0016766780222570417,213,BB,No-Show
1,4,37500,218,0.0058215733641017575,175,FB,No-Show
1,3,75000,240,0.0032052274005117043,100,FB,No-Show
2,4,37500,189,0.005042807112462569,105,HB,No-Show
1,3,75000,149,0.001990060495570147,136,HB,No-Show
2,4,37500,423,0.011291901134565472,17,HB,No-Show
1,3,25000,339,0.013595403428900536,39,HB,No-Show
1,3,37500,399,0.010664107565603364,118,BB,No-Show
2,3,75000,185,0.0024751370662141107,57,FB,No-Show
2,4,75000,452,0.0060266666666666,127,HB,No-Show
1,3,25000,213,0.008526911625629463,172,BB,No-Show
3,5,37500,160,0.004283414842764815,119,BB,No-Show
1,5,100000,129,0.0012985600270274907,131,FB,No-Show
2,5,75000,201,0.0026866122207408077,157,HB,No-Show
3,5,75000,192,0.00256414658127199,103,HB,No-Show
2,5,37500,629,0.016783462199636022,24,BB,No-Show
1,5,37500,148,0.0039652532105505026,214,BB,No-Show
1,3,75000,124,0.001662396224382432,123,FB,No-Show
1,3,100000,480,0.004800787678161885,75,HB,No-Show
1,3,37500,436,0.011652116062871809,209,HB,No-Show
2,6,37500,161,0.004305921692543505,31,BB,No-Show
1,2,25000,158,0.006325985679433366,100,FB,No-Show
2,5,100000,197,0.0019731342516126917,186,FB,No-Show
1,3,37500,226,0.006027256855780187,170,FB,No-Show
1,4,75000,568,0.0075845904329160255,187,BB,No-Show
1,3,37500,428,0.011430131178168042,204,HB,No-Show
2,4,25000,213,0.008520203706445415,136,BB,No-Show
1,3,75000,224,0.00299911843736131,118,BB,No-Show
1,4,75000,193,0.002578672014339557,5,HB,No-Show
1,3,75000,341,0.0045544900036312876,112,BB,No-Show
1,3,100000,229,0.002294396184508523,211,BB,No-Show
2,3,100000,508,0.005088820900023147,91,FB,No-Show
1,3,25000,491,0.01967182748443816,58,FB,No-Show
1,2,75000,398,0.005308946157004254,89,HB,No-Show
1,2,75000,355,0.004745210236153338,112,BB,No-Show
2,4,37500,207,0.005527557197671529,185,HB,No-Show
2,3,37500,766,0.020444038498505894,50,FB,No-Show
2,4,37500,189,0.005052338094193893,213,BB,No-Show
2,4,37500,186,0.004983801457923973,24,FB,No-Show
2,3,25000,228,0.00912136678032834,108,BB,No-Show
1,5,25000,235,0.009404044797463602,96,HB,No-Show
2,4,25000,219,0.00879374670330074,45,FB,No-Show
2,4,25000,690,0.027611248448824424,197,BB,No-Show
3,5,100000,472,0.004720594534274154,138,BB,No-Show
3,5,75000,164,0.002191174723288848,83,FB,No-Show
3,6,75000,136,0.001825041874937883,18,FB,No-Show
2,4,25000,113,0.004551393210908576,71,BB,No-Show
2,4,75000,904,0.012054915046167179,56,HB,No-Show
1,3,25000,320,0.01282603033010395,171,FB,No-Show
2,3,100000,409,0.004093710428730868,133,BB,No-Show
3,6,25000,131,0.005242797325985367,185,FB,No-Show
1,4,25000,113,0.004547011272403267,100,BB,No-Show
1,5,37500,389,0.010394913558093036,28,HB,No-Show
1,3,37500,204,0.005461781589307853,20,HB,No-Show
3,5,37500,192,0.005131054796956272,176,BB,No-Show
2,4,37500,185,0.004941502120389627,211,HB,No-Show
1,4,37500,248,0.0066244389492799444,207,HB,No-Show
2,5,25000,153,0.006153670896411215,136,FB,No-Show
2,4,75000,317,0.004235124675779054,196,HB,No-Show
1,4,100000,150,0.0015052664996917928,43,FB,No-Show
2,4,25000,223,0.008958872580185625,3,FB,No-Show
2,6,25000,106,0.004273157772437043,124,HB,No-Show
1,4,75000,159,0.002127673445339723,159,FB,No-Show
2,5,100000,660,0.006604753929859601,135,BB,No-Show
3,7,25000,227,0.009087522636394006,65,HB,No-Show
2,4,25000,159,0.006362252956368783,208,BB,No-Show
3,7,37500,327,0.008722830352116432,213,HB,No-Show
3,8,37500,204,0.005448826653298364,136,FB,No-Show
1,4,100000,162,0.0016256767012450173,2,BB,No-Show
1,3,37500,221,0.005917654388014625,78,BB,No-Show
2,7,37500,123,0.0032828110699174773,72,HB,No-Show
3,6,37500,336,0.00897042001850202,173,BB,No-Show
2,5,75000,107,0.0014317117857055948,62,FB,No-Show
1,6,75000,246,0.003283012865605133,48,HB,No-Show
1,3,25000,422,0.01689317330610474,173,FB,No-Show
2,4,100000,191,0.0019194486810625948,206,HB,No-Show
1,5,37500,205,0.005489544999184932,183,HB,No-Show
2,4,25000,441,0.01764183789045186,100,BB,No-Show
1,6,75000,401,0.005358146213808613,89,BB,No-Show
2,4,75000,692,0.009232339853890091,176,BB,No-Show
2,4,75000,202,0.0026959566770211594,205,HB,No-Show
1,5,25000,232,0.009300510644059325,81,FB,No-Show
1,5,25000,240,0.009630334412891637,39,BB,No-Show
3,4,100000,729,0.007297343014724514,169,HB,No-Show
2,3,25000,367,0.014708188181319835,199,BB,No-Show
2,5,75000,445,0.005944597657955721,129,HB,No-Show
2,4,75000,685,0.009145639540232989,119,HB,No-Show
1,4,100000,127,0.0012716941956375358,138,FB,No-Show
3,4,75000,701,0.009350344067309913,26,FB,No-Show
2,4,25000,425,0.017005924479254805,205,FB,No-Show
3,7,75000,159,0.0021238498200892362,77,HB,No-Show
2,5,25000,762,0.030505588661903168,80,BB,No-Show
2,4,37500,414,0.01104,172,FB,No-Show
2,4,25000,191,0.00764,160,BB,No-Show
2,5,25000,122,0.004895307016448658,103,BB,No-Show
2,4,100000,130,0.001306119214740304,191,FB,No-Show
2,5,25000,222,0.008900238344271212,170,BB,No-Show
2,4,75000,225,0.003004848225574583,41,BB,No-Show
1,2,25000,503,0.02013450599149193,5,BB,No-Show
2,5,75000,204,0.002726992119633959,9,BB,No-Show
2,3,25000,441,0.01765109358128041,173,FB,No-Show
2,3,75000,484,0.006461052949658126,24,HB,No-Show
1,3,75000,203,0.002711838200717762,211,FB,No-Show
2,3,75000,119,0.001591462631668247,187,HB,No-Show
1,2,25000,490,0.0196064004491244,23,BB,No-Show
1,3,37500,351,0.009368615609250527,20,BB,No-Show
3,5,25000,239,0.00959804645567448,63,HB,No-Show
2,5,75000,230,0.003068319116639479,155,BB,No-Show
1,4,25000,215,0.008618647380024939,71,FB,No-Show
2,5,100000,201,0.002019317912843957,178,FB,No-Show
1,4,37500,407,0.01086624696358102,0,HB,No-Show
2,5,25000,239,0.00956,175,HB,No-Show
1,3,37500,510,0.013608084462121245,191,BB,No-Show
1,3,25000,206,0.00827922584669436,174,HB,No-Show
2,4,25000,242,0.009689919808801002,59,FB,No-Show
1,3,37500,216,0.005783069134598124,198,BB,No-Show
3,5,37500,336,0.008970677711307213,132,HB,No-Show
1,3,37500,218,0.005825497760094693,72,BB,No-Show
2,5,25000,123,0.004932775097466844,70,HB,No-Show
3,5,25000,135,0.005439334291071012,188,FB,No-Show
1,4,75000,241,0.003224580644370771,99,BB,No-Show
1,4,37500,318,0.008485730259447103,88,FB,No-Show
2,5,37500,634,0.016917981644844118,208,FB,No-Show
3,7,25000,166,0.006658236848265826,3,HB,No-Show
1,3,37500,207,0.005523645251013292,201,BB,No-Show
2,5,25000,184,0.007398402433148496,91,HB,No-Show
2,4,25000,201,0.008049682896027173,129,HB,No-Show
1,3,25000,153,0.006137903299718161,122,HB,No-Show
1,3,100000,309,0.0030985488521909034,137,FB,No-Show
1,2,25000,448,0.017928210002555126,157,FB,No-Show
2,4,25000,722,0.028894028696600363,120,FB,No-Show
1,2,25000,104,0.00418475989424003,124,HB,No-Show
1,3,37500,360,0.009626039175827971,37,BB,No-Show
3,5,100000,699,0.006991999630856881,159,HB,No-Show
2,4,75000,144,0.001929281396592542,49,FB,No-Show
1,2,75000,494,0.006593339431946937,173,BB,No-Show
3,4,25000,526,0.021065219464348608,78,HB,No-Show
3,7,100000,313,0.0031364230290781246,178,BB,No-Show
3,4,75000,884,0.011793492134151618,46,HB,No-Show
2,5,75000,110,0.0014677864372134152,64,FB,No-Show
3,5,75000,221,0.002953236096837409,165,HB,No-Show
1,5,75000,145,0.001944110338271271,213,HB,No-Show
2,4,100000,665,0.0066562285375792105,45,HB,No-Show
2,4,75000,349,0.004653878645075608,208,HB,No-Show
1,4,37500,152,0.0040586164714137745,63,HB,No-Show
2,4,100000,200,0.002000388605981488,105,HB,No-Show
1,4,37500,363,0.009694938358839299,16,HB,No-Show
2,6,75000,433,0.005784794701963578,154,FB,No-Show
1,5,37500,407,0.010879427513815626,71,FB,No-Show
1,2,25000,930,0.03720710946646735,25,BB,No-Show
2,5,100000,244,0.0024497964325058902,56,HB,No-Show
2,3,75000,222,0.0029605697707693794,31,BB,No-Show
1,3,25000,240,0.0096,23,BB,No-Show
2,4,25000,157,0.006280461088721088,211,BB,No-Show
1,3,37500,518,0.013832480436569806,169,BB,No-Show
1,3,37500,183,0.004904256446858514,75,FB,No-Show
1,3,37500,534,0.01424794777567678,42,BB,No-Show
1,5,75000,248,0.003309881157573375,70,FB,No-Show
1,3,100000,112,0.001123968875572621,215,BB,No-Show
2,4,25000,356,0.01426539446526965,180,BB,No-Show
1,5,100000,141,0.0014150255291971246,144,BB,No-Show
2,4,37500,205,0.005493245602768456,97,HB,No-Show
2,5,37500,652,0.01741050908817529,132,HB,No-Show
3,5,25000,187,0.00749002358398262,97,HB,No-Show
2,3,75000,450,0.006,77,BB,No-Show
2,4,37500,498,0.013303569400344935,60,BB,No-Show
2,5,100000,133,0.0013372838550786883,121,BB,No-Show
1,4,25000,216,0.008661545137721221,55,HB,No-Show
1,3,25000,107,0.004319517569984174,196,FB,No-Show
1,2,25000,187,0.007509397573702003,41,FB,No-Show
1,5,37500,656,0.01749583720258361,210,HB,No-Show
1,5,37500,353,0.009433780101626817,20,HB,No-Show
2,4,37500,629,0.016796357335118268,45,FB,No-Show
2,3,25000,222,0.008918587453865388,5,BB,No-Show
2,5,25000,229,0.009193797527490584,29,BB,No-Show
3,4,37500,146,0.0038963010938599073,62,HB,No-Show
1,3,75000,827,0.011037900540462291,57,BB,No-Show
2,4,75000,116,0.001547669428743109,197,FB,No-Show
2,5,25000,136,0.00544579301591698,48,HB,No-Show
2,5,25000,152,0.006088231156672083,218,BB,No-Show
1,3,25000,430,0.01723589197440964,75,HB,No-Show
1,5,75000,238,0.0031788725232658487,32,HB,No-Show
1,3,37500,243,0.006491160808677821,143,HB,No-Show
2,4,37500,183,0.004897669292168894,209,FB,No-Show
2,5,25000,112,0.00448,110,HB,No-Show
3,6,75000,583,0.00777693851363968,89,HB,No-Show
1,3,75000,676,0.009013660774461103,114,BB,No-Show
1,2,25000,259,0.010366107386375799,184,FB,No-Show
2,5,37500,466,0.012436006089757376,164,BB,No-Show
1,3,25000,262,0.01050654314960055,204,FB,No-Show
2,5,37500,412,0.010993574216003717,121,FB,No-Show
1,2,37500,447,0.011924809701901197,48,FB,No-Show
1,3,75000,881,0.011748228495172996,23,HB,No-Show
3,4,25000,160,0.006408284729252403,142,FB,No-Show
1,3,75000,147,0.001969190965196318,75,BB,No-Show
4,6,37500,197,0.005255857781808703,217,FB,No-Show
2,4,25000,893,0.035739733922533656,33,BB,No-Show
2,4,25000,210,0.008437465863104815,98,FB,No-Show
1,3,25000,147,0.00589480656944892,44,BB,No-Show
2,5,25000,138,0.00552666495311606,13,HB,No-Show
1,6,37500,244,0.00652432158427834,99,HB,No-Show
1,2,25000,102,0.004083317323775143,125,HB,No-Show
2,4,25000,157,0.006302274239975878,210,BB,No-Show
2,7,75000,189,0.002530416194229848,155,HB,No-Show
1,5,37500,437,0.011677584900027953,94,HB,No-Show
2,3,25000,322,0.012914382509329591,24,FB,No-Show
1,5,25000,107,0.004309486804387311,94,HB,No-Show
1,2,75000,259,0.003455512957036919,68,BB,No-Show
1,4,37500,407,0.010877771973103812,198,HB,No-Show
1,2,25000,175,0.007034252707433003,66,HB,No-Show
2,4,75000,388,0.005181955995444785,133,FB,No-Show
1,4,75000,285,0.0038000502147687515,39,FB,No-Show
2,4,37500,329,0.008773386666001349,87,FB,No-Show
4,5,75000,280,0.003733511872435559,21,HB,No-Show
1,3,37500,204,0.005460704730571232,21,HB,No-Show
1,3,100000,276,0.0027685048367379643,195,BB,No-Show
1,3,75000,361,0.004820021688354773,8,BB,No-Show
2,6,100000,169,0.0016930466710035905,13,HB,No-Show
1,3,37500,225,0.006022101299298552,168,FB,No-Show
3,6,37500,165,0.004411721585873397,19,FB,No-Show
1,2,37500,681,0.01817860263579082,179,HB,No-Show
1,4,100000,256,0.002561817687216599,43,HB,No-Show
1,3,75000,165,0.0022093599087587455,13,HB,No-Show
3,8,25000,432,0.017308992122071147,18,HB,No-Show
2,6,37500,650,0.01733441920900937,135,HB,No-Show
2,5,37500,406,0.01083104621122722,162,FB,No-Show
2,3,25000,130,0.005206132232702646,15,BB,No-Show
2,5,37500,425,0.011337331202385026,49,FB,No-Show
3,6,25000,734,0.02939280014727182,40,FB,No-Show
3,6,37500,628,0.01675918069470713,70,BB,No-Show
1,5,37500,145,0.0038840658573337425,41,BB,No-Show
3,5,37500,129,0.0034537378603267405,106,HB,No-Show
1,4,25000,634,0.025396714394656895,109,HB,No-Show
1,3,25000,198,0.007944646007807024,142,HB,No-Show
2,4,25000,440,0.017615344954844354,100,BB,No-Show
1,5,37500,455,0.01214779454887924,106,HB,No-Show
2,4,37500,129,0.003464709706116679,160,BB,No-Show
1,2,37500,206,0.0054933333333333,99,HB,No-Show
3,5,75000,507,0.006760358795787971,87,FB,No-Show
1,5,37500,668,0.01783894045747523,201,HB,No-Show
1,4,37500,234,0.006241509944927211,73,HB,No-Show
1,3,37500,229,0.006117038127531267,175,FB,No-Show
1,3,25000,320,0.012839355711325362,169,HB,No-Show
2,4,75000,442,0.005897272625912163,7,FB,No-Show
1,4,75000,232,0.0031032790990065356,103,HB,No-Show
2,3,75000,112,0.0014953003751657426,190,FB,No-Show
2,4,75000,654,0.008731311216606643,193,FB,No-Show
2,4,25000,503,0.02015097514076887,130,BB,No-Show
1,3,100000,252,0.0025206247745625044,123,HB,No-Show
1,4,75000,339,0.004526793334992769,112,BB,No-Show
2,5,25000,162,0.006504081862073623,192,HB,No-Show
2,4,25000,564,0.022563506101053964,96,HB,No-Show
3,5,25000,438,0.017534902267932168,148,HB,No-Show
3,6,75000,137,0.0018372212966546026,18,FB,No-Show
1,3,37500,330,0.008818876063728874,159,HB,No-Show
2,4,75000,204,0.002727417311623334,208,HB,No-Show
1,4,25000,407,0.016310216627154903,32,HB,No-Show
1,3,25000,342,0.013694754429292397,152,BB,No-Show
2,5,25000,152,0.006101678091200277,35,HB,No-Show
1,3,37500,118,0.003148827058093461,20,BB,No-Show
2,4,100000,406,0.004069893211762082,131,BB,No-Show
2,4,100000,406,0.004067604423119153,129,BB,No-Show
1,2,37500,392,0.01047403994957908,-1,HB,No-Show
1,5,37500,121,0.0032394689777874124,13,BB,No-Show
1,4,25000,108,0.00432972614672361,196,FB,No-Show
3,5,75000,392,0.00523668057878618,143,FB,No-Show
1,3,25000,165,0.006625472687043743,202,BB,No-Show
1,5,75000,168,0.0022405422974840243,168,BB,No-Show
1,3,37500,469,0.01250939320285374,108,HB,No-Show
2,4,75000,102,0.0013663553569384153,183,BB,No-Show
2,3,25000,237,0.009484695990052125,106,HB,No-Show
1,3,100000,310,0.003108544513131159,121,FB,No-Show
1,4,37500,225,0.006001690881259472,67,BB,No-Show
2,3,100000,739,0.007398263683370115,162,FB,No-Show
2,5,100000,402,0.004027163195218806,125,HB,No-Show
2,4,75000,715,0.00953413682272049,183,HB,No-Show
1,3,75000,137,0.0018391227377833035,170,BB,No-Show
2,5,75000,221,0.0029486495296151697,102,HB,No-Show
1,4,37500,252,0.006722990537688215,104,BB,No-Show
2,4,37500,157,0.004199213656054963,171,BB,No-Show
1,2,25000,247,0.009917459084853057,177,HB,No-Show
2,4,25000,609,0.024361508604650566,183,FB,No-Show
3,6,75000,231,0.003080797781202697,96,BB,No-Show
1,3,75000,106,0.0014173953904513229,143,HB,No-Show
2,5,37500,119,0.0031794172143105983,200,BB,No-Show
1,3,25000,485,0.019428894626517878,82,FB,No-Show
2,5,75000,113,0.0015082099245925127,66,FB,No-Show
2,4,75000,127,0.0017058092463832133,197,FB,No-Show
1,4,37500,250,0.006672226694276059,106,HB,No-Show
3,5,75000,689,0.009197064981050721,121,HB,No-Show
2,4,37500,431,0.011510021976374216,36,FB,No-Show
2,4,100000,224,0.002246687600502214,69,HB,No-Show
1,3,75000,148,0.0019860289347774056,76,BB,No-Show
1,3,75000,106,0.0014210192629801042,94,FB,No-Show
2,5,75000,189,0.002533057103121616,42,FB,No-Show
2,3,75000,222,0.0029625946689323668,133,FB,No-Show
2,4,25000,307,0.012315093651946347,51,FB,No-Show
1,3,37500,222,0.005936857627913138,74,BB,No-Show
2,4,37500,231,0.00616,107,HB,No-Show
1,5,100000,536,0.005361021846414478,51,HB,No-Show
2,6,37500,240,0.006414225467402226,186,HB,No-Show
2,4,25000,141,0.005652853310161672,117,HB,No-Show
2,5,25000,627,0.02508234413045762,103,BB,No-Show
3,5,37500,265,0.0070777718178696766,21,FB,No-Show
1,3,25000,107,0.004313804966157807,196,FB,No-Show
1,5,100000,709,0.007090053349868644,171,HB,No-Show
1,4,25000,397,0.01591919666354481,41,HB,No-Show
2,3,100000,412,0.0041238160225044364,216,BB,No-Show
2,5,100000,401,0.004012056871720727,120,HB,No-Show
2,5,25000,155,0.00620750530032342,93,FB,No-Show
3,7,25000,229,0.009176662801384516,63,HB,No-Show
1,3,25000,748,0.02992657448361752,5,FB,No-Show
1,5,37500,652,0.017400559089829317,54,HB,No-Show
2,4,75000,326,0.004350870055861297,126,BB,No-Show
3,5,25000,231,0.009248540397134391,84,HB,No-Show
1,5,100000,498,0.00498508217680024,134,BB,No-Show
2,6,75000,715,0.009537634374664436,24,FB,No-Show
1,3,25000,768,0.030749259646496087,115,BB,No-Show
3,6,37500,202,0.0054037684144152024,96,HB,No-Show
3,5,25000,226,0.009040473172378351,50,HB,No-Show
2,4,37500,496,0.0132414701664725,60,BB,No-Show
1,3,75000,217,0.002901474823897135,178,FB,No-Show
3,6,100000,546,0.005466050279182461,137,BB,No-Show
1,3,25000,248,0.009937562560926745,41,BB,No-Show
2,3,25000,346,0.013853744916051468,50,BB,No-Show
1,2,37500,109,0.002919747438828642,133,BB,No-Show
2,4,25000,233,0.009351282495531523,58,FB,No-Show
1,4,37500,127,0.0033991296926875973,200,BB,No-Show
2,5,37500,248,0.006624602648222793,82,HB,No-Show
1,5,37500,221,0.0059112073366452585,166,BB,No-Show
2,5,37500,212,0.005675049163290436,200,BB,No-Show
1,5,25000,234,0.009360972699447074,80,FB,No-Show
2,3,25000,241,0.009679123017726842,104,HB,No-Show
4,8,100000,234,0.0023439562621327455,93,HB,No-Show
2,4,100000,397,0.0039765063125819225,129,HB,No-Show
1,2,75000,488,0.00651727858614905,176,BB,No-Show
2,5,37500,666,0.017760366024564676,177,HB,No-Show
2,5,25000,249,0.009992397832353245,32,BB,No-Show
3,5,37500,160,0.0042924939784122805,120,FB,No-Show
2,5,37500,251,0.00671118495370929,140,HB,No-Show
