Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate
M,66,caucasian,Grad,50K -- 100K,South,City Hotel,2016-07-10,2016-07-11,2016-03-11,3,1,0,BB,No,No,No Deposit,Online,No,Canceled,No,0,228
F,27,Latino,College,25K --50K,North,City Hotel,2016-07-11,2016-07-13,2016-04-18,5,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,116
M,22,Asian American,College,50K -- 100K,East,City Hotel,2016-07-11,2016-07-13,2016-04-18,2,1,0,FB,No,No,Refundable,Agent,No,Check-In,Yes,15,144
M,33,Latino,College,>100K,West,City Hotel,2016-07-11,2016-07-12,2016-04-18,1,2,0,HB,No,No,Refundable,Online,Yes,Canceled,Yes,10,139
M,39,caucasian,College,<25K,South,City Hotel,2016-07-11,2016-07-13,2016-01-22,3,1,0,FB,No,No,No Deposit,Agent,No,Check-In,Yes,25,179
F,46,caucasian,Mid-School,50K -- 100K,South,City Hotel,2016-07-11,2016-07-13,2016-01-24,3,3,0,FB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,30,196
F,44,caucasian,High-School,25K --50K,West,City Hotel,2016-07-11,2016-07-12,2016-05-09,3,2,1,HB,No,No,No Deposit,Online,Yes,No-Show,No,0,211
M,58,Asian American,Grad,50K -- 100K,East,City Hotel,2016-07-11,2016-07-14,2016-05-03,5,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,No,0,171
M,46,Latino,High-School,50K -- 100K,West,City Hotel,2016-07-11,2016-07-12,2016-07-05,1,2,0,FB,Yes,Yes,Refundable,Online,No,Check-In,Yes,15,143
M,59,caucasian,College,50K -- 100K,East,City Hotel,2016-07-11,2016-07-15,2016-01-06,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,204
F,39,Latino,College,<25K,West,City Hotel,2016-07-11,2016-07-13,2016-05-27,2,2,0,FB,No,No,No Deposit,Direct,No,No-Show,Yes,10,232
M,38,African American,Mid-School,<25K,North,Airport Hotels,2016-07-11,2016-07-14,2016-02-02,2,2,1,BB,No,No,Refundable,Agent,Yes,No-Show,Yes,5,184
M,44,Latino,High-School,50K -- 100K,East,Airport Hotels,2016-07-11,2016-07-12,2016-02-13,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,186
M,18,Asian American,College,25K --50K,South,City Hotel,2016-07-11,2016-07-14,2016-05-13,2,2,1,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,120
F,59,African American,Mid-School,<25K,South,Airport Hotels,2016-07-11,2016-07-13,2016-05-11,4,2,1,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,191
F,42,Latino,Mid-School,<25K,East,Airport Hotels,2016-07-11,2016-07-13,2016-04-02,4,1,0,BB,Yes,Yes,No Deposit,Direct,Yes,No-Show,Yes,10,221
M,56,African American,College,>100K,West,Airport Hotels,2016-07-11,2016-07-12,2016-02-27,2,1,0,HB,No,No,Refundable,Online,Yes,No-Show,Yes,10,206
F,59,caucasian,Mid-School,25K --50K,East,Airport Hotels,2016-07-11,2016-07-12,2015-12-20,2,2,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,200
M,62,Latino,Mid-School,<25K,West,Resort,2016-07-11,2016-07-14,2015-12-21,2,1,1,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,25,151
M,35,Latino,High-School,<25K,North,Airport Hotels,2016-07-11,2016-07-13,2016-03-04,3,2,0,BB,No,No,No Deposit,Direct,No,Canceled,Yes,10,177
F,53,caucasian,College,25K --50K,West,Airport Hotels,2016-07-11,2016-07-12,2016-02-10,2,1,1,FB,No,No,Refundable,Direct,Yes,Canceled,Yes,30,203
F,20,caucasian,College,<25K,South,Resort,2016-07-11,2016-07-12,2016-05-27,3,2,0,BB,Yes,Yes,No Deposit,Online,No,No-Show,Yes,20,235
F,58,caucasian,High-School,<25K,North,City Hotel,2016-07-11,2016-07-12,2016-04-14,2,1,0,FB,No,No,No Deposit,Online,No,Canceled,Yes,30,195
F,58,Asian American,Mid-School,>100K,West,Resort,2016-07-12,2016-07-13,2016-03-04,3,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,232
M,22,Asian American,College,25K --50K,South,City Hotel,2016-07-12,2016-07-14,2016-04-03,2,3,1,FB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,202
M,48,Latino,College,50K -- 100K,East,Resort,2016-07-12,2016-07-13,2016-06-25,2,2,0,BB,No,No,No Deposit,Direct,No,Check-In,No,0,112
M,70,caucasian,College,<25K,East,Airport Hotels,2016-07-12,2016-07-16,2015-12-30,2,1,1,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,209
F,33,Latino,College,>100K,North,Resort,2016-07-12,2016-07-15,2015-12-09,2,1,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,25,250
M,47,Latino,High-School,25K --50K,South,Resort,2016-07-12,2016-07-16,2016-02-19,2,1,2,HB,Yes,No,No Deposit,Agent,Yes,Canceled,Yes,10,146
M,38,African American,College,25K --50K,North,Resort,2016-07-12,2016-07-14,2015-12-26,1,1,0,HB,No,No,No Deposit,Agent,Yes,Canceled,No,0,152
M,28,caucasian,Grad,25K --50K,East,Resort,2016-07-12,2016-07-13,2016-02-21,1,1,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,20,204
F,61,Latino,High-School,50K -- 100K,East,Resort,2016-07-12,2016-07-13,2016-06-14,2,1,0,FB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,15,140
M,66,African American,Grad,25K --50K,North,Airport Hotels,2016-07-12,2016-07-15,2016-04-06,1,1,0,BB,Yes,No,No Deposit,Agent,Yes,No-Show,No,0,243
F,26,Asian American,Mid-School,<25K,North,Airport Hotels,2016-07-12,2016-07-15,2016-03-02,4,1,1,BB,No,No,No Deposit,Direct,No,No-Show,Yes,5,162
M,25,African American,High-School,<25K,South,Resort,2016-07-12,2016-07-13,2015-12-30,2,2,1,BB,Yes,No,Refundable,Online,Yes,Canceled,Yes,5,134
M,60,Latino,College,25K --50K,South,City Hotel,2016-07-12,2016-07-14,2016-06-29,2,3,2,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,176
F,61,caucasian,Mid-School,<25K,South,Airport Hotels,2016-07-12,2016-07-14,2016-01-22,1,1,0,HB,No,No,Refundable,Agent,No,Check-In,Yes,20,226
M,28,caucasian,Grad,<25K,South,Resort,2016-07-12,2016-07-16,2016-02-19,1,2,1,BB,Yes,Yes,No Deposit,Online,No,Canceled,Yes,5,250
F,51,African American,High-School,25K --50K,South,Airport Hotels,2016-07-12,2016-07-13,2015-12-23,3,1,0,HB,No,No,Refundable,Agent,Yes,Check-In,Yes,25,188
F,19,Latino,High-School,<25K,North,Resort,2016-07-12,2016-07-13,2016-05-23,1,2,0,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,30,123
F,23,Latino,Grad,25K --50K,West,Airport Hotels,2016-07-12,2016-07-13,2016-05-25,3,3,2,HB,No,No,Refundable,Online,Yes,Check-In,Yes,10,159
M,53,Latino,Mid-School,50K -- 100K,East,Airport Hotels,2016-07-13,2016-07-16,2016-03-31,5,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,30,222
F,29,Asian American,Grad,<25K,East,City Hotel,2016-07-13,2016-07-15,2015-12-25,1,2,0,BB,Yes,No,No Deposit,Agent,Yes,Canceled,Yes,5,153
F,28,Latino,Mid-School,<25K,West,Resort,2016-07-13,2016-07-14,2016-06-10,3,2,1,BB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,15,250
F,68,African American,Grad,50K -- 100K,West,Resort,2016-07-13,2016-07-17,2016-07-07,2,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,130
F,47,caucasian,College,>100K,West,City Hotel,2016-07-13,2016-07-14,2016-04-21,1,1,0,HB,No,No,Refundable,Direct,Yes,Canceled,Yes,10,226
F,22,Latino,Mid-School,50K -- 100K,West,Resort,2016-07-13,2016-07-15,2015-12-11,2,3,0,HB,Yes,Yes,No Deposit,Direct,Yes,Check-In,No,0,180
M,64,African American,High-School,<25K,North,City Hotel,2016-07-13,2016-07-14,2016-03-22,1,1,1,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,30,232
F,58,Asian American,High-School,<25K,South,Airport Hotels,2016-07-13,2016-07-15,2015-12-23,2,3,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,194
M,68,Latino,Mid-School,50K -- 100K,South,Resort,2016-07-13,2016-07-17,2016-03-29,2,2,1,HB,No,No,No Deposit,Online,Yes,No-Show,Yes,40,222
F,56,African American,College,25K --50K,South,Resort,2016-07-13,2016-07-14,2015-12-17,2,2,1,FB,Yes,No,No Deposit,Online,No,Canceled,No,0,146
F,37,Latino,Grad,25K --50K,South,Airport Hotels,2016-07-13,2016-07-14,2016-03-11,2,2,0,BB,Yes,No,Refundable,Agent,No,Check-In,No,0,116
M,41,African American,College,50K -- 100K,South,Resort,2016-09-06,2016-09-08,2016-06-28,3,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,250
M,49,Asian American,Mid-School,<25K,South,Resort,2016-07-13,2016-07-17,2016-06-20,1,1,0,BB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,40,234
F,38,Latino,High-School,50K -- 100K,West,Airport Hotels,2016-07-15,2016-07-17,2016-04-30,3,3,0,FB,No,No,No Deposit,Agent,No,Check-In,No,0,234
F,25,Asian American,Mid-School,>100K,North,City Hotel,2016-07-14,2016-07-15,2016-05-01,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,220
M,49,Asian American,College,<25K,East,Airport Hotels,2016-07-14,2016-07-15,2015-12-05,3,2,1,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,108
M,40,Latino,High-School,<25K,East,City Hotel,2016-07-14,2016-07-15,2015-12-09,4,2,1,BB,No,No,No Deposit,Direct,No,No-Show,Yes,30,214
F,19,Asian American,Grad,>100K,South,Airport Hotels,2016-07-14,2016-07-18,2016-06-27,5,1,0,FB,No,No,No Deposit,Direct,Yes,Canceled,Yes,10,140
M,63,Latino,College,50K -- 100K,East,Resort,2016-07-14,2016-07-17,2016-05-26,5,3,1,FB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,5,148
F,27,African American,Mid-School,<25K,North,Resort,2016-07-14,2016-07-17,2016-03-19,2,1,1,BB,No,No,Refundable,Direct,No,Check-In,No,0,142
M,43,African American,College,50K -- 100K,West,Resort,2016-07-14,2016-07-15,2016-02-03,4,2,0,BB,No,No,No Deposit,Online,No,Canceled,Yes,10,232
F,68,caucasian,College,<25K,North,Airport Hotels,2017-07-06,2017-07-08,2017-05-23,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,236
M,68,Latino,High-School,25K --50K,South,Airport Hotels,2016-07-14,2016-07-15,2016-04-12,2,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,201
F,46,African American,Mid-School,<25K,South,Airport Hotels,2016-07-14,2016-07-16,2016-05-06,5,1,0,FB,No,No,No Deposit,Online,Yes,Canceled,No,0,189
F,42,Asian American,Grad,25K --50K,North,Resort,2016-07-14,2016-07-17,2016-05-30,3,2,0,FB,Yes,No,Refundable,Agent,No,Check-In,No,0,193
M,42,Latino,Mid-School,<25K,North,City Hotel,2016-07-14,2016-07-15,2016-04-25,1,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,140
F,25,Latino,Grad,25K --50K,North,City Hotel,2016-07-14,2016-07-16,2016-05-08,2,1,0,HB,No,No,Non-Refundable,Online,Yes,No-Show,Yes,20,166
F,48,caucasian,High-School,25K --50K,South,Resort,2016-07-14,2016-07-15,2015-12-12,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,15,161
F,68,Latino,College,<25K,East,Airport Hotels,2016-07-14,2016-07-15,2016-02-05,3,1,1,BB,No,No,No Deposit,Direct,Yes,Canceled,Yes,25,223
M,27,Asian American,Grad,50K -- 100K,South,Resort,2016-09-21,2016-09-22,2016-04-02,2,1,1,FB,Yes,No,No Deposit,Online,Yes,Canceled,No,0,209
M,39,Asian American,College,>100K,West,Airport Hotels,2016-10-19,2016-10-20,2016-03-25,2,1,1,BB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,20,235
F,33,African American,Mid-School,>100K,North,Resort,2016-11-16,2016-11-17,2016-09-10,5,2,1,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,5,114
F,52,Latino,College,>100K,North,Resort,2016-12-15,2016-12-18,2016-06-01,2,1,0,HB,Yes,Yes,No Deposit,Agent,Yes,Canceled,Yes,40,102
F,58,Asian American,College,50K -- 100K,North,Resort,2017-01-11,2017-01-13,2016-07-02,2,1,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,135
M,53,Asian American,College,50K -- 100K,East,Airport Hotels,2017-01-26,2017-01-27,2016-12-07,2,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,184
M,66,African American,College,50K -- 100K,South,City Hotel,2017-02-09,2017-02-11,2016-12-14,1,2,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,25,126
F,57,African American,College,25K --50K,West,City Hotel,2017-03-09,2017-03-11,2016-11-17,1,1,1,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,122
M,69,caucasian,Grad,50K -- 100K,North,Airport Hotels,2017-05-26,2017-05-30,2017-04-15,2,3,0,HB,No,No,No Deposit,Online,Yes,No-Show,No,0,100
F,25,Asian American,High-School,<25K,South,City Hotel,2016-07-14,2016-07-15,2016-06-19,1,1,0,FB,No,No,No Deposit,Direct,No,Canceled,Yes,10,178
M,24,Asian American,High-School,25K --50K,West,City Hotel,2016-07-14,2016-07-16,2016-02-16,2,1,2,FB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,229
M,70,African American,Mid-School,<25K,West,City Hotel,2016-07-14,2016-07-15,2016-06-22,2,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,25,243
F,20,Asian American,Grad,50K -- 100K,South,Resort,2016-07-14,2016-07-17,2016-01-28,1,2,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,116
F,41,African American,College,25K --50K,South,City Hotel,2016-07-14,2016-07-15,2016-02-24,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,141
F,68,Asian American,High-School,25K --50K,South,Airport Hotels,2016-07-14,2016-07-15,2016-06-12,5,1,2,BB,No,No,Non-Refundable,Direct,Yes,No-Show,Yes,20,215
M,49,caucasian,College,50K -- 100K,North,City Hotel,2016-07-14,2016-07-16,2016-03-03,3,2,0,BB,Yes,Yes,No Deposit,Agent,Yes,Canceled,No,0,122
F,70,African American,High-School,50K -- 100K,North,Airport Hotels,2016-07-14,2016-07-16,2016-02-06,1,1,1,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,30,230
F,69,African American,College,50K -- 100K,East,Resort,2017-07-13,2017-07-15,2017-01-15,2,2,1,HB,No,No,Refundable,Direct,Yes,Canceled,Yes,25,164
F,18,Asian American,College,<25K,West,Airport Hotels,2016-07-14,2016-07-15,2016-03-06,3,1,0,HB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,25,197
F,31,Asian American,High-School,25K --50K,West,Airport Hotels,2017-03-19,2017-03-22,2016-10-19,2,2,0,BB,No,No,Refundable,Direct,No,Check-In,Yes,30,133
M,53,Asian American,College,25K --50K,South,Resort,2017-06-30,2017-07-02,2017-03-24,3,1,1,FB,No,No,No Deposit,Direct,No,Check-In,No,0,110
F,65,caucasian,High-School,25K --50K,North,Airport Hotels,2016-07-14,2016-07-16,2016-06-13,2,1,2,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,162
F,22,African American,Mid-School,<25K,South,Airport Hotels,2016-07-14,2016-07-16,2016-07-12,2,3,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,10,213
M,43,Asian American,College,50K -- 100K,South,Resort,2016-07-14,2016-07-17,2016-06-02,2,2,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,170
M,39,Latino,High-School,<25K,South,City Hotel,2016-07-15,2016-07-18,2016-02-06,2,2,2,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,215
M,37,Latino,Grad,>100K,West,Airport Hotels,2016-07-14,2016-07-16,2016-05-07,4,1,1,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,20,179
M,38,Asian American,Mid-School,>100K,East,Airport Hotels,2016-07-14,2016-07-15,2016-05-04,3,2,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,10,178
M,42,African American,Grad,25K --50K,North,Airport Hotels,2016-07-14,2016-07-15,2016-05-06,3,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,176
M,29,Latino,High-School,25K --50K,South,Resort,2016-07-14,2016-07-17,2016-01-13,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,168
M,21,caucasian,College,25K --50K,South,Resort,2016-07-14,2016-07-17,2016-04-07,1,1,0,FB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,100
F,42,caucasian,College,<25K,North,Airport Hotels,2016-07-21,2016-07-23,2016-01-23,5,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,250
M,35,Asian American,College,<25K,East,Airport Hotels,2016-07-21,2016-07-25,2016-01-08,3,2,2,FB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,200
F,37,Asian American,College,<25K,South,Airport Hotels,2016-07-20,2016-07-21,2016-04-27,2,2,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,142
M,18,caucasian,Mid-School,<25K,West,Airport Hotels,2016-07-15,2016-07-16,2016-04-24,3,2,0,FB,Yes,Yes,No Deposit,Online,Yes,No-Show,Yes,25,230
F,50,caucasian,Mid-School,25K --50K,South,Airport Hotels,2016-07-15,2016-07-19,2016-07-15,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,138
M,35,Asian American,Mid-School,50K -- 100K,West,Airport Hotels,2016-07-15,2016-07-16,2016-02-09,4,3,0,HB,No,No,No Deposit,Direct,Yes,No-Show,No,0,240
M,50,Latino,Grad,50K -- 100K,South,Resort,2016-07-15,2016-07-18,2016-03-03,5,1,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,156
M,46,Asian American,College,<25K,West,Resort,2016-07-15,2016-07-18,2015-12-18,2,1,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,20,169
M,40,African American,Mid-School,25K --50K,West,Resort,2016-07-15,2016-07-16,2016-01-31,2,2,1,FB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,175
F,33,African American,College,<25K,South,Resort,2016-07-15,2016-07-16,2016-05-10,1,2,1,BB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,15,217
F,43,African American,College,25K --50K,South,City Hotel,2016-07-15,2016-07-17,2016-04-21,1,1,0,HB,No,No,No Deposit,Direct,Yes,Canceled,No,0,140
F,39,Asian American,High-School,50K -- 100K,West,Airport Hotels,2016-07-15,2016-07-18,2016-01-10,3,1,0,BB,Yes,Yes,No Deposit,Agent,Yes,Check-In,No,0,103
M,55,Asian American,College,<25K,South,City Hotel,2016-07-15,2016-07-18,2016-02-05,3,2,1,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,15,204
F,37,African American,Grad,>100K,West,Resort,2016-07-15,2016-07-17,2016-04-21,5,1,1,BB,No,No,Refundable,Direct,Yes,Canceled,No,0,200
F,62,Latino,College,25K --50K,North,Airport Hotels,2016-07-15,2016-07-18,2016-06-19,5,3,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,20,247
F,49,Latino,Mid-School,50K -- 100K,East,Resort,2016-07-15,2016-07-17,2016-04-14,1,2,0,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,15,179
F,39,caucasian,College,>100K,East,Resort,2016-07-15,2016-07-16,2016-01-15,2,2,0,BB,No,No,No Deposit,Online,No,Canceled,No,0,237
M,21,caucasian,Mid-School,25K --50K,South,City Hotel,2016-07-15,2016-07-17,2016-04-14,2,1,1,FB,No,No,No Deposit,Online,No,No-Show,Yes,25,155
M,70,African American,High-School,25K --50K,North,Airport Hotels,2016-07-15,2016-07-19,2016-03-18,1,1,0,FB,No,No,No Deposit,Online,No,Check-In,Yes,15,141
F,51,African American,Mid-School,25K --50K,South,Resort,2017-07-14,2017-07-15,2017-02-16,2,1,2,FB,No,No,No Deposit,Online,No,Check-In,No,0,234
F,58,Latino,College,25K --50K,South,Resort,2016-07-15,2016-07-18,2016-03-27,1,1,0,FB,Yes,No,No Deposit,Agent,No,Canceled,No,0,169
M,59,Asian American,Mid-School,<25K,South,Airport Hotels,2016-07-15,2016-07-18,2016-06-24,5,3,1,HB,No,No,Non-Refundable,Online,Yes,No-Show,Yes,20,144
F,26,Latino,Mid-School,<25K,East,Airport Hotels,2016-07-15,2016-07-17,2016-07-12,2,1,0,FB,Yes,No,Non-Refundable,Online,Yes,Canceled,Yes,5,236
M,40,Asian American,High-School,25K --50K,West,Airport Hotels,2016-07-15,2016-07-17,2016-05-13,1,2,1,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,20,141
F,18,Asian American,College,<25K,East,Resort,2016-07-15,2016-07-17,2016-03-08,5,2,1,FB,Yes,No,Non-Refundable,Online,Yes,Check-In,Yes,20,111
M,19,caucasian,Grad,<25K,South,Resort,2016-07-15,2016-07-16,2016-02-04,2,2,0,HB,No,No,Refundable,Direct,No,Check-In,Yes,20,190
F,29,Latino,College,25K --50K,East,Airport Hotels,2016-07-15,2016-07-17,2016-07-14,2,3,1,FB,No,No,No Deposit,Direct,Yes,Canceled,Yes,5,126
F,26,African American,Mid-School,50K -- 100K,West,Resort,2016-07-15,2016-07-19,2016-03-13,2,3,0,BB,No,No,No Deposit,Online,Yes,Canceled,No,0,162
F,52,caucasian,Grad,25K --50K,South,City Hotel,2016-07-17,2016-07-20,2016-03-13,5,2,0,FB,Yes,No,No Deposit,Online,No,Canceled,Yes,5,115
F,58,caucasian,Mid-School,50K -- 100K,North,Airport Hotels,2016-07-15,2016-07-17,2016-06-23,2,1,1,HB,Yes,No,Refundable,Direct,No,Check-In,Yes,5,193
F,69,African American,College,<25K,South,City Hotel,2016-07-15,2016-07-18,2016-01-27,3,2,1,FB,No,No,Refundable,Online,Yes,Check-In,No,0,155
F,43,Asian American,College,25K --50K,East,City Hotel,2016-07-16,2016-07-17,2016-02-27,3,2,0,BB,Yes,Yes,No Deposit,Agent,Yes,No-Show,No,0,125
F,63,caucasian,High-School,50K -- 100K,North,Airport Hotels,2016-07-16,2016-07-17,2016-02-21,1,1,0,FB,No,No,Non-Refundable,Agent,Yes,Check-In,No,0,189
M,36,Latino,College,<25K,South,Resort,2016-07-16,2016-07-17,2016-05-12,4,2,0,FB,No,No,No Deposit,Agent,No,Check-In,Yes,10,182
F,57,Latino,Grad,25K --50K,North,Resort,2016-07-16,2016-07-20,2016-02-14,1,2,1,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,20,166
F,21,Asian American,College,>100K,North,Airport Hotels,2016-07-16,2016-07-18,2016-02-07,2,1,1,HB,Yes,No,Refundable,Direct,Yes,No-Show,Yes,5,123
M,22,Latino,High-School,50K -- 100K,East,Airport Hotels,2016-07-16,2016-07-17,2016-04-11,5,1,1,HB,No,No,No Deposit,Direct,No,Canceled,Yes,5,101
M,23,African American,College,>100K,East,Resort,2016-07-16,2016-07-18,2016-04-05,1,2,0,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,15,248
M,67,caucasian,Grad,50K -- 100K,South,City Hotel,2016-07-16,2016-07-20,2016-07-08,2,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,40,236
M,69,African American,Grad,<25K,West,Airport Hotels,2016-07-16,2016-07-17,2016-03-21,2,2,1,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,10,156
M,40,African American,Grad,25K --50K,South,Airport Hotels,2016-07-16,2016-07-17,2016-02-28,2,2,0,FB,No,No,Refundable,Online,Yes,Canceled,Yes,20,101
F,45,African American,Mid-School,50K -- 100K,East,Airport Hotels,2016-07-16,2016-07-18,2016-01-04,2,1,1,FB,Yes,Yes,No Deposit,Online,No,Canceled,Yes,15,173
M,30,African American,College,<25K,North,Resort,2016-07-16,2016-07-17,2016-01-04,3,2,0,FB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,40,103
F,36,Asian American,Mid-School,50K -- 100K,South,City Hotel,2016-07-16,2016-07-18,2016-07-15,1,1,0,BB,Yes,Yes,No Deposit,Online,No,Check-In,No,0,196
M,24,Latino,College,25K --50K,South,Airport Hotels,2016-07-16,2016-07-17,2016-04-30,1,2,1,FB,No,No,No Deposit,Online,Yes,Check-In,No,0,151
F,20,Asian American,Grad,50K -- 100K,East,Resort,2016-07-16,2016-07-19,2016-06-10,3,1,1,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,203
M,40,Latino,College,25K --50K,South,Airport Hotels,2016-07-16,2016-07-19,2016-04-17,1,2,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,25,162
M,67,Asian American,Grad,25K --50K,West,Airport Hotels,2016-07-16,2016-07-19,2016-05-02,1,2,1,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,123
F,22,African American,College,50K -- 100K,North,Airport Hotels,2016-07-16,2016-07-19,2016-02-21,1,3,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,208
F,60,African American,College,<25K,South,Airport Hotels,2016-07-16,2016-07-17,2016-06-12,4,1,0,HB,No,No,No Deposit,Direct,Yes,Canceled,Yes,20,160
M,33,caucasian,College,25K --50K,South,Airport Hotels,2016-07-16,2016-07-19,2015-12-13,1,1,0,HB,No,No,No Deposit,Online,No,Canceled,Yes,5,143
M,66,Latino,College,50K -- 100K,South,Resort,2016-07-16,2016-07-17,2016-03-27,3,1,0,FB,No,No,No Deposit,Agent,Yes,Check-In,Yes,20,141
M,22,Latino,College,50K -- 100K,West,Airport Hotels,2016-07-16,2016-07-17,2016-03-10,1,1,0,FB,Yes,Yes,Refundable,Online,No,Canceled,Yes,25,187
M,24,Latino,High-School,25K --50K,East,Airport Hotels,2016-07-16,2016-07-20,2016-07-11,2,2,0,HB,No,No,No Deposit,Direct,Yes,Canceled,No,0,139
F,56,Latino,High-School,50K -- 100K,South,Resort,2016-07-16,2016-07-17,2016-04-17,4,3,1,FB,No,No,No Deposit,Agent,Yes,No-Show,No,0,157
F,68,African American,Mid-School,50K -- 100K,South,Resort,2016-07-16,2016-07-17,2015-12-21,1,1,0,FB,No,No,No Deposit,Online,No,Check-In,Yes,10,124
M,36,African American,High-School,25K --50K,South,Airport Hotels,2016-07-16,2016-07-18,2016-03-13,4,1,1,BB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,20,128
F,63,Latino,Grad,50K -- 100K,South,Airport Hotels,2016-07-16,2016-07-19,2016-05-07,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,182
F,27,African American,Grad,25K --50K,West,City Hotel,2016-07-16,2016-07-17,2016-03-20,3,2,1,FB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,10,240
M,30,African American,Mid-School,25K --50K,North,Resort,2016-07-16,2016-07-17,2016-04-30,4,3,0,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,119
F,40,caucasian,College,<25K,South,City Hotel,2016-07-16,2016-07-18,2016-01-13,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,40,163
